StudentID,Name,Grade,Semester,Subject
S1004,홍승연,1,4,과학
S1004,홍승연,1,4,사회
S1004,홍승연,2,1,국어
S1004,홍승연,2,1,수학
S1004,홍승연,2,1,영어
S1004,홍승연,2,1,과학
S1004,홍승연,2,1,사회
S1004,홍승연,2,2,국어
S1004,홍승연,2,2,수학
S1004,홍승연,2,2,영어
S1004,홍승연,2,2,과학
S1004,홍승연,2,2,사회
S1004,홍승연,2,3,국어
S1004,홍승연,2,3,수학
S1004,홍승연,2,3,영어
S1004,홍승연,2,3,과학
S1004,홍승연,2,3,사회
S1004,홍승연,2,4,국어
S1004,홍승연,2,4,수학
S1004,홍승연,2,4,영어
S1004,홍승연,2,4,과학
S1004,홍승연,2,4,사회
S1004,홍승연,3,1,국어
S1004,홍승연,3,1,수학
S1004,홍승연,3,1,영어
S1004,홍승연,3,1,과학
S1004,홍승연,3,1,사회
S1004,홍승연,3,2,국어
S1004,홍승연,3,2,수학
S1004,홍승연,3,2,영어
S1004,홍승연,3,2,과학
S1004,홍승연,3,2,사회
S1004,홍승연,3,3,국어
S1004,홍승연,3,3,수학
S1004,홍승연,3,3,영어
S1004,홍승연,3,3,과학
S1004,홍승연,3,3,사회
S1004,홍승연,3,4,국어
S1004,홍승연,3,4,수학
S1004,홍승연,3,4,영어
S1004,홍승연,3,4,과학
S1004,홍승연,3,4,사회
S1004,홍승연,4,1,국어
S1004,홍승연,4,1,수학
S1004,홍승연,4,1,영어
S1004,홍승연,4,1,과학
S1004,홍승연,4,1,사회
S1004,홍승연,4,2,국어
S1004,홍승연,4,2,수학
S1004,홍승연,4,2,영어
S1004,홍승연,4,2,과학
S1004,홍승연,4,2,사회
S1004,홍승연,4,3,국어
S1004,홍승연,4,3,수학
S1004,홍승연,4,3,영어
S1004,홍승연,4,3,과학
S1004,홍승연,4,3,사회
S1004,홍승연,4,4,국어
S1004,홍승연,4,4,수학
S1004,홍승연,4,4,영어
S1004,홍승연,4,4,과학
S1004,홍승연,4,4,사회
S1004,홍승연,5,1,국어
S1004,홍승연,5,1,수학
S1004,홍승연,5,1,영어
S1004,홍승연,5,1,과학
S1004,홍승연,5,1,사회
S1004,홍승연,5,2,국어
S1004,홍승연,5,2,수학
S1004,홍승연,5,2,영어
S1004,홍승연,5,2,과학
S1004,홍승연,5,2,사회
S1004,홍승연,5,3,국어
S1004,홍승연,5,3,수학
S1004,홍승연,5,3,영어
S1004,홍승연,5,3,과학
S1004,홍승연,5,3,사회
S1004,홍승연,5,4,국어
S1004,홍승연,5,4,수학
S1004,홍승연,5,4,영어
S1004,홍승연,5,4,과학
S1004,홍승연,5,4,사회
S1004,홍승연,6,1,국어
S1004,홍승연,6,1,수학
S1004,홍승연,6,1,영어
S1004,홍승연,6,1,과학
S1004,홍승연,6,1,사회
S1004,홍승연,6,2,국어
S1004,홍승연,6,2,수학
S1004,홍승연,6,2,영어
S1004,홍승연,6,2,과학
S1004,홍승연,6,2,사회
S1004,홍승연,6,3,국어
S1004,홍승연,6,3,수학
S1004,홍승연,6,3,영어
S1004,홍승연,6,3,과학
S1004,홍승연,6,3,사회
S1004,홍승연,6,4,국어
S1004,홍승연,6,4,수학
S1004,홍승연,6,4,영어
S1004,홍승연,6,4,과학
S1004,홍승연,6,4,사회
